"PKDATAROWID","FLGEXKEL","FLGEXAUC","FLGEXSDE","FLGEXST","PKRCOM","PKPCOM","FLGTIME"
612,0,0,0,0,NA,NA,"ACTUAL"
613,0,0,0,0,NA,NA,"ACTUAL"
614,1,0,0,0,NA,NA,"ACTUAL"
615,1,0,0,0,NA,NA,"ACTUAL"
616,1,0,0,0,NA,NA,"ACTUAL"
617,1,0,0,0,NA,NA,"ACTUAL"
618,0,0,0,0,NA,NA,"ACTUAL"
619,0,0,0,0,NA,NA,"ACTUAL"
620,1,0,0,0,NA,NA,"ACTUAL"
621,1,0,0,0,NA,NA,"ACTUAL"
622,0,0,0,0,NA,NA,"ACTUAL"
623,0,0,0,0,NA,NA,"ACTUAL"
624,0,0,0,0,NA,NA,"ACTUAL"
625,0,0,0,0,NA,NA,"ACTUAL"
626,1,0,0,0,NA,NA,"ACTUAL"
627,1,0,0,0,NA,NA,"ACTUAL"
628,0,0,0,0,NA,NA,"ACTUAL"
629,0,0,0,0,NA,NA,"ACTUAL"
630,1,0,0,0,NA,NA,"ACTUAL"
631,1,0,0,0,NA,NA,"ACTUAL"
632,1,0,0,0,NA,NA,"ACTUAL"
633,1,0,0,0,NA,NA,"ACTUAL"
634,1,0,0,0,NA,NA,"ACTUAL"
635,1,0,0,0,NA,NA,"ACTUAL"
636,1,0,0,0,NA,NA,"ACTUAL"
637,1,0,0,0,NA,NA,"ACTUAL"
638,0,0,0,0,NA,NA,"ACTUAL"
639,0,0,0,0,NA,NA,"ACTUAL"
640,1,0,0,0,NA,NA,"ACTUAL"
641,1,0,0,0,NA,NA,"ACTUAL"
642,1,0,0,0,NA,NA,"ACTUAL"
643,1,0,0,0,NA,NA,"ACTUAL"
644,0,0,0,0,NA,NA,"ACTUAL"
645,0,0,0,0,NA,NA,"ACTUAL"
646,1,0,0,0,NA,NA,"ACTUAL"
647,1,0,0,0,NA,NA,"ACTUAL"
648,0,0,0,0,NA,NA,"ACTUAL"
649,0,0,0,0,NA,NA,"ACTUAL"
650,0,0,0,0,NA,NA,"ACTUAL"
651,0,0,0,0,NA,NA,"ACTUAL"
652,1,0,0,0,NA,NA,"ACTUAL"
653,1,0,0,0,NA,NA,"ACTUAL"
654,0,0,0,0,NA,NA,"ACTUAL"
655,0,0,0,0,NA,NA,"ACTUAL"
656,1,0,0,0,NA,NA,"ACTUAL"
657,1,0,0,0,NA,NA,"ACTUAL"
658,1,0,0,0,NA,NA,"ACTUAL"
659,1,0,0,0,NA,NA,"ACTUAL"
660,1,0,0,0,NA,NA,"ACTUAL"
661,1,0,0,0,NA,NA,"ACTUAL"
662,1,0,0,0,NA,NA,"ACTUAL"
663,1,0,0,0,NA,NA,"ACTUAL"
664,0,0,0,0,NA,NA,"ACTUAL"
665,0,0,0,0,NA,NA,"ACTUAL"
666,1,0,0,0,NA,NA,"ACTUAL"
667,1,0,0,0,NA,NA,"ACTUAL"
668,1,0,0,0,NA,NA,"ACTUAL"
669,1,0,0,0,NA,NA,"ACTUAL"
670,0,0,0,0,NA,NA,"ACTUAL"
671,0,0,0,0,NA,NA,"ACTUAL"
672,1,0,0,0,NA,NA,"ACTUAL"
673,1,0,0,0,NA,NA,"ACTUAL"
674,0,0,0,0,NA,NA,"ACTUAL"
675,0,0,0,0,NA,NA,"ACTUAL"
676,0,0,0,0,NA,NA,"ACTUAL"
677,0,0,0,0,NA,NA,"ACTUAL"
678,1,0,0,0,NA,NA,"ACTUAL"
679,1,0,0,0,NA,NA,"ACTUAL"
680,0,0,0,0,NA,NA,"ACTUAL"
681,0,0,0,0,NA,NA,"ACTUAL"
682,1,0,0,0,NA,NA,"ACTUAL"
683,1,0,0,0,NA,NA,"ACTUAL"
684,1,0,0,0,NA,NA,"ACTUAL"
685,1,0,0,0,NA,NA,"ACTUAL"
686,0,0,0,0,NA,NA,"ACTUAL"
687,1,0,0,0,NA,NA,"ACTUAL"
688,1,0,0,0,NA,NA,"ACTUAL"
690,0,0,0,0,NA,NA,"ACTUAL"
692,1,0,0,0,NA,NA,"ACTUAL"
693,0,0,0,0,NA,NA,"ACTUAL"
695,0,0,0,0,NA,NA,"ACTUAL"
696,1,0,0,0,NA,NA,"ACTUAL"
697,0,0,0,0,NA,NA,"ACTUAL"
698,1,0,0,0,NA,NA,"ACTUAL"
699,1,0,0,0,NA,NA,"ACTUAL"
700,1,0,0,0,NA,NA,"ACTUAL"
701,1,0,0,0,NA,NA,"ACTUAL"
702,0,0,0,0,NA,NA,"ACTUAL"
703,1,0,0,0,NA,NA,"ACTUAL"
704,1,0,0,0,NA,NA,"ACTUAL"
706,0,0,0,0,NA,NA,"ACTUAL"
708,1,0,0,0,NA,NA,"ACTUAL"
709,0,0,0,0,NA,NA,"ACTUAL"
711,0,0,0,0,NA,NA,"ACTUAL"
712,1,0,0,0,NA,NA,"ACTUAL"
713,0,0,0,0,NA,NA,"ACTUAL"
714,1,0,0,0,NA,NA,"ACTUAL"
715,1,0,0,0,NA,NA,"ACTUAL"
716,1,0,0,0,NA,NA,"ACTUAL"
717,1,0,0,0,NA,NA,"ACTUAL"
718,0,0,0,0,NA,NA,"ACTUAL"
719,1,0,0,0,NA,NA,"ACTUAL"
720,1,0,0,0,NA,NA,"ACTUAL"
721,0,0,0,0,NA,NA,"ACTUAL"
722,1,0,0,0,NA,NA,"ACTUAL"
723,0,0,0,0,NA,NA,"ACTUAL"
724,0,0,0,0,NA,NA,"ACTUAL"
725,1,0,0,0,NA,NA,"ACTUAL"
726,0,0,0,0,NA,NA,"ACTUAL"
727,1,0,0,0,NA,NA,"ACTUAL"
728,1,0,0,0,NA,NA,"ACTUAL"
729,1,0,0,0,NA,NA,"ACTUAL"
730,1,0,0,0,NA,NA,"ACTUAL"
731,1,0,0,0,NA,NA,"ACTUAL"
732,1,0,0,0,NA,NA,"ACTUAL"
733,1,0,0,0,NA,NA,"ACTUAL"
734,1,0,0,0,NA,NA,"ACTUAL"
735,0,0,0,0,NA,NA,"ACTUAL"
736,0,0,0,0,NA,NA,"ACTUAL"
737,1,0,0,0,NA,NA,"ACTUAL"
738,1,0,0,0,NA,NA,"ACTUAL"
739,1,0,0,0,NA,NA,"ACTUAL"
740,1,0,0,0,NA,NA,"ACTUAL"
742,0,0,0,0,NA,NA,"ACTUAL"
743,0,0,0,0,NA,NA,"ACTUAL"
745,1,0,0,0,NA,NA,"ACTUAL"
746,1,0,0,0,NA,NA,"ACTUAL"
747,0,0,0,0,NA,NA,"ACTUAL"
748,0,0,0,0,NA,NA,"ACTUAL"
750,0,0,0,0,NA,NA,"ACTUAL"
751,0,0,0,0,NA,NA,"ACTUAL"
752,1,0,0,0,NA,NA,"ACTUAL"
753,1,0,0,0,NA,NA,"ACTUAL"
754,0,0,0,0,NA,NA,"ACTUAL"
755,0,0,0,0,NA,NA,"ACTUAL"
756,1,0,0,0,NA,NA,"ACTUAL"
757,1,0,0,0,NA,NA,"ACTUAL"
758,1,0,0,0,NA,NA,"ACTUAL"
759,1,0,0,0,NA,NA,"ACTUAL"
760,1,0,0,0,NA,NA,"ACTUAL"
761,1,0,0,0,NA,NA,"ACTUAL"
762,1,0,0,0,NA,NA,"ACTUAL"
763,1,0,0,0,NA,NA,"ACTUAL"
764,0,0,0,0,NA,NA,"ACTUAL"
765,0,0,0,0,NA,NA,"ACTUAL"
766,1,0,0,0,NA,NA,"ACTUAL"
767,1,0,0,0,NA,NA,"ACTUAL"
768,1,0,0,0,NA,NA,"ACTUAL"
769,1,0,0,0,NA,NA,"ACTUAL"
770,0,0,0,0,NA,NA,"ACTUAL"
771,0,0,0,0,NA,NA,"ACTUAL"
772,1,0,0,0,NA,NA,"ACTUAL"
773,1,0,0,0,NA,NA,"ACTUAL"
774,0,0,0,0,NA,NA,"ACTUAL"
775,0,0,0,0,NA,NA,"ACTUAL"
776,0,0,0,0,NA,NA,"ACTUAL"
777,0,0,0,0,NA,NA,"ACTUAL"
778,1,0,0,0,NA,NA,"ACTUAL"
779,1,0,0,0,NA,NA,"ACTUAL"
780,0,0,0,0,NA,NA,"ACTUAL"
781,0,0,0,0,NA,NA,"ACTUAL"
782,1,0,0,0,NA,NA,"ACTUAL"
783,1,0,0,0,NA,NA,"ACTUAL"
784,1,0,0,0,NA,NA,"ACTUAL"
785,1,0,0,0,NA,NA,"ACTUAL"
786,1,0,0,0,NA,NA,"ACTUAL"
787,1,0,0,0,NA,NA,"ACTUAL"
788,1,0,0,0,NA,NA,"ACTUAL"
789,1,0,0,0,NA,NA,"ACTUAL"
790,0,0,0,0,NA,NA,"ACTUAL"
791,0,0,0,0,NA,NA,"ACTUAL"
792,1,0,0,0,NA,NA,"ACTUAL"
793,1,0,0,0,NA,NA,"ACTUAL"
794,1,0,0,0,NA,NA,"ACTUAL"
795,1,0,0,0,NA,NA,"ACTUAL"
796,0,0,0,0,NA,NA,"ACTUAL"
797,0,0,0,0,NA,NA,"ACTUAL"
798,1,0,0,0,NA,NA,"ACTUAL"
799,1,0,0,0,NA,NA,"ACTUAL"
800,0,0,0,0,NA,NA,"ACTUAL"
801,0,0,0,0,NA,NA,"ACTUAL"
802,0,0,0,0,NA,NA,"ACTUAL"
803,0,0,0,0,NA,NA,"ACTUAL"
804,1,0,0,0,NA,NA,"ACTUAL"
805,1,0,0,0,NA,NA,"ACTUAL"
806,0,0,0,0,NA,NA,"ACTUAL"
807,0,0,0,0,NA,NA,"ACTUAL"
808,1,0,0,0,NA,NA,"ACTUAL"
809,1,0,0,0,NA,NA,"ACTUAL"
810,1,0,0,0,NA,NA,"ACTUAL"
811,1,0,0,0,NA,NA,"ACTUAL"
812,0,0,0,0,NA,NA,"ACTUAL"
813,1,0,0,0,NA,NA,"ACTUAL"
814,1,0,0,0,NA,NA,"ACTUAL"
816,0,0,0,0,NA,NA,"ACTUAL"
818,1,0,0,0,NA,NA,"ACTUAL"
819,0,0,0,0,NA,NA,"ACTUAL"
821,0,0,0,0,NA,NA,"ACTUAL"
822,1,0,0,0,NA,NA,"ACTUAL"
823,0,0,0,0,NA,NA,"ACTUAL"
824,1,0,0,0,NA,NA,"ACTUAL"
825,1,0,0,0,NA,NA,"ACTUAL"
826,1,0,0,0,NA,NA,"ACTUAL"
827,1,0,0,0,NA,NA,"ACTUAL"
828,0,0,0,0,NA,NA,"ACTUAL"
829,1,0,0,0,NA,NA,"ACTUAL"
830,1,0,0,0,NA,NA,"ACTUAL"
832,0,0,0,0,NA,NA,"ACTUAL"
834,1,0,0,0,NA,NA,"ACTUAL"
835,0,0,0,0,NA,NA,"ACTUAL"
837,0,0,0,0,NA,NA,"ACTUAL"
838,1,0,0,0,NA,NA,"ACTUAL"
839,0,0,0,0,NA,NA,"ACTUAL"
840,1,0,0,0,NA,NA,"ACTUAL"
841,1,0,0,0,NA,NA,"ACTUAL"
842,1,0,0,0,NA,NA,"ACTUAL"
843,1,0,0,0,NA,NA,"ACTUAL"
844,1,0,0,0,NA,NA,"ACTUAL"
845,1,0,0,0,NA,NA,"ACTUAL"
846,1,0,0,0,NA,NA,"ACTUAL"
847,1,0,0,0,NA,NA,"ACTUAL"
848,0,0,0,0,NA,NA,"ACTUAL"
849,0,0,0,0,NA,NA,"ACTUAL"
850,1,0,0,0,NA,NA,"ACTUAL"
851,1,0,0,0,NA,NA,"ACTUAL"
852,1,0,0,0,NA,NA,"ACTUAL"
853,1,0,0,0,NA,NA,"ACTUAL"
855,0,0,0,0,NA,NA,"ACTUAL"
856,0,0,0,0,NA,NA,"ACTUAL"
858,1,0,0,0,NA,NA,"ACTUAL"
859,1,0,0,0,NA,NA,"ACTUAL"
860,0,0,0,0,NA,NA,"ACTUAL"
861,0,0,0,0,NA,NA,"ACTUAL"
863,0,0,0,0,NA,NA,"ACTUAL"
864,0,0,0,0,NA,NA,"ACTUAL"
865,1,0,0,0,NA,NA,"ACTUAL"
866,1,0,0,0,NA,NA,"ACTUAL"
867,0,0,0,0,NA,NA,"ACTUAL"
868,0,0,0,0,NA,NA,"ACTUAL"
869,1,0,0,0,NA,NA,"ACTUAL"
870,1,0,0,0,NA,NA,"ACTUAL"
871,1,0,0,0,NA,NA,"ACTUAL"
872,1,0,0,0,NA,NA,"ACTUAL"
873,0,0,0,0,NA,NA,"ACTUAL"
874,1,0,0,0,NA,NA,"ACTUAL"
875,1,0,0,0,NA,NA,"ACTUAL"
877,0,0,0,0,NA,NA,"ACTUAL"
879,1,0,0,0,NA,NA,"ACTUAL"
880,0,0,0,0,NA,NA,"ACTUAL"
882,0,0,0,0,NA,NA,"ACTUAL"
883,1,0,0,0,NA,NA,"ACTUAL"
884,0,0,0,0,NA,NA,"ACTUAL"
885,1,0,0,0,NA,NA,"ACTUAL"
886,1,0,0,0,NA,NA,"ACTUAL"
887,1,0,0,0,NA,NA,"ACTUAL"
888,1,0,0,0,NA,NA,"ACTUAL"
889,0,0,0,0,NA,NA,"ACTUAL"
890,1,0,0,0,NA,NA,"ACTUAL"
891,1,0,0,0,NA,NA,"ACTUAL"
893,0,0,0,0,NA,NA,"ACTUAL"
895,1,0,0,0,NA,NA,"ACTUAL"
896,0,0,0,0,NA,NA,"ACTUAL"
898,0,0,0,0,NA,NA,"ACTUAL"
899,1,0,0,0,NA,NA,"ACTUAL"
900,0,0,0,0,NA,NA,"ACTUAL"
901,1,0,0,0,NA,NA,"ACTUAL"
902,1,0,0,0,NA,NA,"ACTUAL"
903,1,0,0,0,NA,NA,"ACTUAL"
904,1,0,0,0,NA,NA,"ACTUAL"
905,0,0,0,0,NA,NA,"ACTUAL"
906,1,0,0,0,NA,NA,"ACTUAL"
907,1,0,0,0,NA,NA,"ACTUAL"
909,0,0,0,0,NA,NA,"ACTUAL"
911,1,0,0,0,NA,NA,"ACTUAL"
912,0,0,0,0,NA,NA,"ACTUAL"
914,0,0,0,0,NA,NA,"ACTUAL"
915,1,0,0,0,NA,NA,"ACTUAL"
916,0,0,0,0,NA,NA,"ACTUAL"
917,1,0,0,0,NA,NA,"ACTUAL"
918,1,0,0,0,NA,NA,"ACTUAL"
919,1,0,0,0,NA,NA,"ACTUAL"
920,1,0,0,0,NA,NA,"ACTUAL"
921,1,0,0,0,NA,NA,"ACTUAL"
922,1,0,0,0,NA,NA,"ACTUAL"
923,1,0,0,0,NA,NA,"ACTUAL"
924,1,0,0,0,NA,NA,"ACTUAL"
925,0,0,0,0,NA,NA,"ACTUAL"
926,0,0,0,0,NA,NA,"ACTUAL"
927,1,0,0,0,NA,NA,"ACTUAL"
928,1,0,0,0,NA,NA,"ACTUAL"
929,1,0,0,0,NA,NA,"ACTUAL"
930,1,0,0,0,NA,NA,"ACTUAL"
932,0,0,0,0,NA,NA,"ACTUAL"
933,0,0,0,0,NA,NA,"ACTUAL"
935,1,0,0,0,NA,NA,"ACTUAL"
936,1,0,0,0,NA,NA,"ACTUAL"
937,0,0,0,0,NA,NA,"ACTUAL"
938,0,0,0,0,NA,NA,"ACTUAL"
940,0,0,0,0,NA,NA,"ACTUAL"
941,0,0,0,0,NA,NA,"ACTUAL"
942,1,0,0,0,NA,NA,"ACTUAL"
943,1,0,0,0,NA,NA,"ACTUAL"
944,0,0,0,0,NA,NA,"ACTUAL"
945,0,0,0,0,NA,NA,"ACTUAL"
946,1,0,0,0,NA,NA,"ACTUAL"
947,1,0,0,0,NA,NA,"ACTUAL"
948,1,0,0,0,NA,NA,"ACTUAL"
949,1,0,0,0,NA,NA,"ACTUAL"
950,1,0,0,0,NA,NA,"ACTUAL"
951,1,0,0,0,NA,NA,"ACTUAL"
952,1,0,0,0,NA,NA,"ACTUAL"
953,1,0,0,0,NA,NA,"ACTUAL"
954,0,0,0,0,NA,NA,"ACTUAL"
955,0,0,0,0,NA,NA,"ACTUAL"
956,1,0,0,0,NA,NA,"ACTUAL"
957,1,0,0,0,NA,NA,"ACTUAL"
958,1,0,0,0,NA,NA,"ACTUAL"
959,1,0,0,0,NA,NA,"ACTUAL"
960,0,0,0,0,NA,NA,"ACTUAL"
961,0,0,0,0,NA,NA,"ACTUAL"
962,1,0,0,0,NA,NA,"ACTUAL"
963,1,0,0,0,NA,NA,"ACTUAL"
964,0,0,0,0,NA,NA,"ACTUAL"
965,0,0,0,0,NA,NA,"ACTUAL"
966,0,0,0,0,NA,NA,"ACTUAL"
967,0,0,0,0,NA,NA,"ACTUAL"
968,1,0,0,0,NA,NA,"ACTUAL"
969,1,0,0,0,NA,NA,"ACTUAL"
970,0,0,0,0,NA,NA,"ACTUAL"
971,0,0,0,0,NA,NA,"ACTUAL"
972,1,0,0,0,NA,NA,"ACTUAL"
973,1,0,0,0,NA,NA,"ACTUAL"
974,1,0,0,0,NA,NA,"ACTUAL"
975,1,0,0,0,NA,NA,"ACTUAL"
976,0,0,0,0,NA,NA,"ACTUAL"
977,1,0,0,0,NA,NA,"ACTUAL"
978,1,0,0,0,NA,NA,"ACTUAL"
980,0,0,0,0,NA,NA,"ACTUAL"
982,1,0,0,0,NA,NA,"ACTUAL"
983,0,0,0,0,NA,NA,"ACTUAL"
985,0,0,0,0,NA,NA,"ACTUAL"
986,1,0,0,0,NA,NA,"ACTUAL"
987,0,0,0,0,NA,NA,"ACTUAL"
988,1,0,0,0,NA,NA,"ACTUAL"
989,1,0,0,0,NA,NA,"ACTUAL"
990,1,0,0,0,NA,NA,"ACTUAL"
991,1,0,0,0,NA,NA,"ACTUAL"
992,0,0,0,0,NA,NA,"ACTUAL"
993,1,0,0,0,NA,NA,"ACTUAL"
994,1,0,0,0,NA,NA,"ACTUAL"
995,0,0,0,0,NA,NA,"ACTUAL"
996,1,0,0,0,NA,NA,"ACTUAL"
997,0,0,0,0,NA,NA,"ACTUAL"
998,0,0,0,0,NA,NA,"ACTUAL"
999,1,0,0,0,NA,NA,"ACTUAL"
1000,0,0,0,0,NA,NA,"ACTUAL"
